Rank,University,Country,Teaching,International Outlook,Research,Citations,Industry Income,Overall
301–350,Universiti Teknologi Petronas,Malaysia,51.1–53.0,33.8,37.8,77.7,67.9,77.8
301–350,The University of Tennessee-Knoxville,United States,51.1–53.0,38,31.6,84.5,72.9,56.1
301–350,University of Turku,Finland,51.1–53.0,31.6,34.9,83.3,67,52.5
301–350,United Arab Emirates University,United Arab Emirates,51.1–53.0,27,34.5,83.2,77.4,89.1
301–350,University College Cork,Ireland,51.1–53.0,28.3,31.6,82.4,75.9,77.2
301–350,Washington State University,United States,51.1–53.0,36.9,34.5,74.8,82.9,60.3
301–350,Western Sydney University,Australia,51.1–53.0,29.5,31.7,87.7,51.5,87.2
301–350,University of the Witwatersrand,South Africa,51.1–53.0,33,42.9,72.4,81.3,76.3
301–350,Xiamen University,China,51.1–53.0,38,33.5,83.7,72.1,38.4
351–400,Aix-Marseille University,France,49.1–51.0,43,27.2,71.9,63.2,76.3
351–400,Amirkabir University of Technology,Iran,49.1–51.0,34.8,33.7,77,85.1,38.8
351–400,Autonomous University of Madrid,Spain,49.1–51.0,38.7,29.9,76.3,65.4,60.9
351–400,University of Bayreuth,Germany,49.1–51.0,38,40.8,65,83.4,67.7
351–400,University of Bordeaux,France,49.1–51.0,37.2,29.9,72.5,66.7,66.6
351–400,Brunel University London,United Kingdom,49.1–51.0,25.2,26.5,80.7,60.1,98.4
351–400,University of Campinas,Brazil,49.1–51.0,50,45.5,54,65.5,40.4
351–400,University of Canberra,Australia,49.1–51.0,24.1,31.6,82.4,40.8,88.3
351–400,Chongqing University,China,49.1–51.0,32.8,38.2,75.9,79.6,42
351–400,"City, University of London",United Kingdom,49.1–51.0,27.4,30.9,78.6,61.8,95.5
351–400,University of Colorado Denver/Anschutz Medical Campus,United States,49.1–51.0,33.4,23.7,93.7,73.4,36.9
351–400,University of Connecticut,United States,49.1–51.0,41.2,30.2,72.8,68.7,64.6
351–400,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,49.1–51.0,48.8,38.9,64.8,78.1,34.5
351–400,Edith Cowan University,Australia,49.1–51.0,23.7,26.2,86.9,69.2,87.6
351–400,University of Electronic Science and Technology of China,China,49.1–51.0,34.8,35.2,80.9,85.5,33.9
351–400,University of Florence,Italy,49.1–51.0,35.5,34.4,78.6,72.9,51.9
351–400,Free University of Bozen-Bolzano,Italy,49.1–51.0,31.8,22.8,85.5,45.6,78.6
351–400,University of Georgia,United States,49.1–51.0,41.2,40.5,68.2,69.8,43.9
351–400,Hasselt University,Belgium,49.1–51.0,33.5,38.1,69.1,83.9,71.6
351–400,Heriot-Watt University,United Kingdom,49.1–51.0,34.3,33.4,65.2,75.1,94.8
351–400,Hokkaido University,Japan,49.1–51.0,51.2,44,47.4,95.1,47.5
351–400,Hunan University,China,49.1–51.0,28.9,30.4,92,75.2,32.5
351–400,Illinois Institute of Technology,United States,49.1–51.0,42.6,26.9,67.8,91.5,73.2
351–400,Iowa State University,United States,49.1–51.0,39.5,34.5,69.3,84.8,46
351–400,James Cook University,Australia,49.1–51.0,28.3,30.9,79.6,58.9,77.7
351–400,Justus Liebig University Giessen,Germany,49.1–51.0,34.4,38,72.5,70.5,62.7
351–400,University of Kansas,United States,49.1–51.0,42.7,25.9,73.1,79.9,58.6
351–400,Koç University,Turkey,49.1–51.0,31.8,40.5,68.9,91.9,57.4
351–400,Leibniz University Hannover,Germany,49.1–51.0,38.3,41.5,62.1,81.6,58.2
351–400,University of Manitoba,Canada,49.1–51.0,31.8,34.7,76.3,62.3,59.1
351–400,Middle East Technical University,Turkey,49.1–51.0,44.2,43.1,53.6,81.9,56
351–400,University of Milan,Italy,49.1–51.0,31.3,31.8,87.3,69.5,47.2
351–400,University of Milan-Bicocca,Italy,49.1–51.0,27.8,26,91.1,66.7,47
351–400,Murdoch University,Australia,49.1–51.0,23.2,29.6,81.4,67.2,94.2
351–400,University of Naples Federico II,Italy,49.1–51.0,36.7,28.3,86.9,72,35.4
351–400,Peter the Great St Petersburg Polytechnic University,Russian Federation,49.1–51.0,43.4,31.3,67.4,61.6,65.2
351–400,Sabanc? University,Turkey,49.1–51.0,31.7,37.9,69.5,90.2,66.6
351–400,University of St Gallen,Switzerland,49.1–51.0,33.8,21,81.4,66.6,93.6
351–400,University of Saskatchewan,Canada,49.1–51.0,39,35.1,62.9,95.8,78.9
351–400,University of Sharjah,United Arab Emirates,49.1–51.0,20.7,25.7,93.8,29,98.8
351–400,Shenzhen University,China,49.1–51.0,27.8,34.3,85.3,57.9,42.4
351–400,Southern Medical University,China,49.1–51.0,44.1,36.7,74.8,56.4,30.4
351–400,University of Southern Queensland,Australia,49.1–51.0,28.4,25.9,88,46.9,81.8
351–400,Technion Israel Institute of Technology,Israel,49.1–51.0,37.5,34,66.9,68.1,71.8
351–400,Temple University,United States,49.1–51.0,40.7,24.3,85.2,70.4,43.6
351–400,University of Texas at Dallas,United States,49.1–51.0,29.5,28.3,84.9,72.3,62.7
351–400,University of Trento,Italy,49.1–51.0,29.3,34.8,80.5,65.2,61.1
351–400,University of Tsukuba,Japan,49.1–51.0,51.8,42.6,52.3,72.9,51.3
351–400,University of Victoria,Canada,49.1–51.0,27.4,31.2,80.1,63.8,88.9
351–400,York University,Canada,49.1–51.0,28.2,32.4,78.3,69.6,79.5
401–500,"Asia University, Taiwan",Taiwan,45.4–49.0,18.3,36.6,80.6,63.2,49.2
401–500,Aston University,United Kingdom,45.4–49.0,22.2,26.5,82.5,64.1,95.2
401–500,Auckland University of Technology,New Zealand,45.4–49.0,23.8,21.2,84,40.8,92.4
401–500,Australian Catholic University,Australia,45.4–49.0,16.8,25.7,97,21.9,80.7
401–500,Bangor University,United Kingdom,45.4–49.0,27.6,25.3,72.7,64.3,88.2
401–500,Bauman Moscow State Technical University,Russian Federation,45.4–49.0,71.7,43.9,22.1,51.7,59.3
401–500,Bond University,Australia,45.4–49.0,28.2,23.1,82.5,23.1,82.3
401–500,Bournemouth University,United Kingdom,45.4–49.0,23.2,21.1,86.7,38.4,89
401–500,University of Brescia,Italy,45.4–49.0,24.4,19.2,89.3,62.4,44.9
401–500,Universiti Brunei Darussalam,Brunei Darussalam,45.4–49.0,28.5,28.9,76,22.9,75.7
401–500,"University of California, Merced",United States,45.4–49.0,26.2,23.9,86.8,48.1,55
401–500,Campus Bio-Medico University of Rome,Italy,45.4–49.0,32.6,29,76.9,48.8,31
401–500,University of Catania,Italy,45.4–49.0,32.4,22.7,81.2,59,34.9
401–500,Centrale Nantes,France,45.4–49.0,40.7,33.4,50.6,81.1,87.8
401–500,University of Central Florida,United States,45.4–49.0,28.5,34.4,74.7,78.3,39.9
401–500,Charles Darwin University,Australia,45.4–49.0,24.8,32.5,73.9,36.3,81.6
401–500,Charles University,Czech Republic,45.4–49.0,38.8,33.1,61.9,60.1,64.7
401–500,Chung-Ang University,South Korea,45.4–49.0,37.4,38.4,52,98.3,62.6
401–500,Claude Bernard University Lyon 1,France,45.4–49.0,40.3,27.1,65,71.3,63.7
401–500,University of Coimbra,Portugal,45.4–49.0,31.4,38.2,59.9,78,54.3
401–500,"Colorado State University, Fort Collins",United States,45.4–49.0,33.4,31.7,74.4,69.4,46.6
401–500,Constructor University Bremen,Germany,45.4–49.0,36.7,35.9,48.9,84.7,93.5
401–500,Dalian University of Technology,China,45.4–49.0,37,35,68.1,86.8,40.2
401–500,University of Delaware,United States,45.4–49.0,32.7,31.8,72.5,80.9,62.3
401–500,Dublin City University,Ireland,45.4–49.0,24.5,35.2,77.1,62.8,73.9
401–500,École des Ponts ParisTech,France,45.4–49.0,43.9,30.3,55.7,87.2,82.7
401–500,Federal University of Toulouse Midi-Pyrénées,France,45.4–49.0,29.4,30.2,65.7,70.2,72.6
401–500,Florida International University,United States,45.4–49.0,31,29.3,74.2,61.5,51
401–500,University of Fribourg,Switzerland,45.4–49.0,36.8,33.2,63.2,54.7,83.1
401–500,University of Genoa,Italy,45.4–49.0,36.1,28.3,78,73.4,47.3
401–500,George Mason University,United States,45.4–49.0,29.7,27.5,82.7,62,59.9
401–500,Georgia State University,United States,45.4–49.0,35,25.4,72.6,65.2,57.1
401–500,"Goldsmiths, University of London",United Kingdom,45.4–49.0,29.2,25.2,75.4,28.9,81
401–500,University of Greifswald,Germany,45.4–49.0,35.5,29.9,73.8,60.2,57.1
401–500,University of Guelph,Canada,45.4–49.0,32.6,36.2,66.2,78.1,64.5
401–500,Gwangju Institute of Science and Technology (GIST),South Korea,45.4–49.0,48.5,39.6,50.3,99.9,43.9
401–500,HSE University,Russian Federation,45.4–49.0,34.4,44,57.3,56.5,51.4
401–500,University of Hull,United Kingdom,45.4–49.0,27.4,24.3,74.3,59.8,85.4
401–500,Imam Mohammad Ibn Saud Islamic University,Saudi Arabia,45.4–49.0,43.4,23.4,65.8,21.5,69.8
401–500,IMT Atlantique,France,45.4–49.0,47.5,36.5,43.6,90.5,84.8
401–500,Institut Agro,France,45.4–49.0,43.8,32.6,60.2,59.6,60.3
401–500,Iran University of Science and Technology,Iran,45.4–49.0,33.6,37.4,75.2,73.9,24.3
401–500,University of Johannesburg,South Africa,45.4–49.0,28.6,36.3,66.8,44.8,81
401–500,Johannes Kepler University of Linz,Austria,45.4–49.0,36.8,35.4,58.2,98.7,71.7
401–500,University of Jyväskylä,Finland,45.4–49.0,31.4,34.1,78.2,53,49.7
401–500,Universiti Kebangsaan Malaysia,Malaysia,45.4–49.0,45.7,27.8,58.7,47.4,74.9
401–500,University of Kent,United Kingdom,45.4–49.0,27.6,29,77.6,51.9,93.5
401–500,University of Kentucky,United States,45.4–49.0,41.3,30.8,71.8,70.9,46.8
401–500,King Saud University,Saudi Arabia,45.4–49.0,31.4,19.9,84.5,48.7,77.2
401–500,University of Limerick,Ireland,45.4–49.0,27.1,32.6,64.1,75.9,76.1
401–500,Lincoln University,New Zealand,45.4–49.0,33.9,26.7,68.4,49.7,92
401–500,University of Lisbon,Portugal,45.4–49.0,29.6,38,69.9,64.7,56.9
401–500,University of Marburg,Germany,45.4–49.0,36.7,31.4,68.8,63.1,62.3
401–500,Maynooth University,Ireland,45.4–49.0,21.1,30.7,77,58.3,74.8
401–500,Missouri University of Science and Technology,United States,45.4–49.0,33.2,28.7,69.6,88.1,72.4
401–500,Mizzou - University of Missouri,United States,45.4–49.0,40.6,26,66,69.9,53.6
401–500,University of Modena and Reggio Emilia,Italy,45.4–49.0,32,24.6,79.6,80.3,40.2
401–500,National Research Nuclear University MEPhI,Russian Federation,45.4–49.0,53.1,41,42.4,57.5,78.8
401–500,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,45.4–49.0,33.2,36.9,63.8,93.2,56.4
401–500,National Tsing Hua University,Taiwan,45.4–49.0,38.9,42.3,58.4,99.5,46.2
401–500,National Yang Ming Chiao Tung University,Taiwan,45.4–49.0,44,44.3,52.9,99.9,41.4
401–500,University of Nebraska-Lincoln,United States,45.4–49.0,33.8,31.1,71.5,67,65.9
401–500,University of Neuchâtel,Switzerland,45.4–49.0,31.8,26.4,67.2,53.5,85.9
401–500,New Jersey Institute of Technology,United States,45.4–49.0,27.4,23.5,69.2,69.8,93.6
401–500,University of Oregon,United States,45.4–49.0,31.1,30.5,79.4,70.2,43.2
401–500,University of Passau,Germany,45.4–49.0,31.5,36.5,66.5,62.2,58.2
401–500,University of Pisa,Italy,45.4–49.0,31.1,31.2,80.5,68.7,43.2
401–500,University of Plymouth,United Kingdom,45.4–49.0,24.4,21.9,79.5,66.1,80.6
401–500,Polytechnic University of Turin,Italy,45.4–49.0,29.7,30.2,73.5,85.8,53.2
401–500,Pontificia Universidad Católica de Chile,Chile,45.4–49.0,29.7,34.3,67.6,84.7,57.9
401–500,University of Porto,Portugal,45.4–49.0,31.3,35.4,71.1,66.3,57.9
401–500,University of Portsmouth,United Kingdom,45.4–49.0,20,20,84.5,40.6,94.7
401–500,Prince Sultan University (PSU),Saudi Arabia,45.4–49.0,18.4,20.5,87,37.8,85.8
401–500,Quaid-i-Azam University,Pakistan,45.4–49.0,29.7,24.1,84.2,22.9,53.7
401–500,Université du Québec,Canada,45.4–49.0,33.7,33.8,57.2,71.5,74.3
401–500,Rensselaer Polytechnic Institute,United States,45.4–49.0,34.1,30.3,60.9,89.9,78.7
401–500,Royal Veterinary College,United Kingdom,45.4–49.0,30,20.7,75.6,61.1,95.1
401–500,Universiti Sains Malaysia,Malaysia,45.4–49.0,42.9,27.8,60,53.7,71.9
401–500,Saint Louis University,United States,45.4–49.0,41.1,16.3,80.9,60.6,42
401–500,SOAS University of London,United Kingdom,45.4–49.0,42.5,36.1,60.2,15.6,80.4
401–500,University of South Carolina-Columbia,United States,45.4–49.0,35.9,24.6,75.1,63.4,59.2
401–500,Stevens Institute of Technology,United States,45.4–49.0,26.9,25.3,74.6,62.4,80.8
401–500,University of Stirling,United Kingdom,45.4–49.0,23,26.2,82.4,41,91.4
401–500,Sumy State University,Ukraine,45.4–49.0,24.3,13.5,68.9,20,63.2
401–500,Syracuse University,United States,45.4–49.0,33.8,28.2,73.3,72.7,56.5
401–500,Taipei Medical University,Taiwan,45.4–49.0,47.4,32.6,60.9,85.1,48.5
401–500,University of Tehran,Iran,45.4–49.0,37.7,28.4,71.9,60.5,33.6
401–500,Universiti Teknologi Malaysia,Malaysia,45.4–49.0,44.1,29.3,65,55,71.5
401–500,Tokyo Medical and Dental University (TMDU),Japan,45.4–49.0,46.7,31.3,53.4,99,39
401–500,TU Dortmund University,Germany,45.4–49.0,35.7,42.2,62.3,72,57.3
401–500,Tulane University,United States,45.4–49.0,42.9,24.4,73.1,67.8,50.7
401–500,University of Turin,Italy,45.4–49.0,23,30.1,84.5,74.4,45.5
401–500,Umeå University,Sweden,45.4–49.0,26,33.5,80.2,60.6,64.9
401–500,Universiti Utara Malaysia,Malaysia,45.4–49.0,38.4,27.6,69.7,28.1,78.7
401–500,University of Vaasa,Finland,45.4–49.0,22,27.7,90.3,39.5,65.3
401–500,Verona University,Italy,45.4–49.0,29.6,26.2,84.1,67,46
401–500,Victoria University,Australia,45.4–49.0,27.4,29.9,73.1,57.2,75.5
401–500,Victoria University of Wellington,New Zealand,45.4–49.0,28.6,34.1,69.4,58.4,80.3
401–500,Virginia Commonwealth University,United States,45.4–49.0,36.4,23.2,82.8,72.7,36.5
401–500,University of Waikato,New Zealand,45.4–49.0,26.1,31,74.3,72.4,89.8
401–500,Wake Forest University,United States,45.4–49.0,39.6,22,80.6,78.5,38.7
401–500,Zayed University,United Arab Emirates,45.4–49.0,28.3,25.4,85.7,35,74.5
501–600,Aberystwyth University,United Kingdom,41.9–45.3,26.3,23,68.5,62.4,87.3
501–600,Åbo Akademi University,Finland,41.9–45.3,29.5,31.6,59.3,67.1,68.1
501–600,Ajou University,South Korea,41.9–45.3,35.6,37.7,52.8,92.3,48
501–600,University of Alaska Fairbanks,United States,41.9–45.3,34.5,31,63.1,47.5,70.1
501–600,Alfaisal University,Saudi Arabia,41.9–45.3,24.1,15.2,72.7,42.1,97.7
501–600,American University of Beirut,Lebanon,41.9–45.3,29.7,17.9,73.5,66,72.9
501–600,Anglia Ruskin University (ARU),United Kingdom,41.9–45.3,20.2,16.3,84.8,19,94.2
501–600,Anna University,India,41.9–45.3,32,26.3,72.4,51,20.4
501–600,University of L’Aquila,Italy,41.9–45.3,32.1,22.8,73.2,70.9,36.4
501–600,Auburn University,United States,41.9–45.3,36,25.7,59.6,69.3,57.7
501–600,Babol Noshirvani University of Technology,Iran,41.9–45.3,21.5,21.5,94.4,28.4,25.3
501–600,Bar-Ilan University,Israel,41.9–45.3,30,34.1,54.1,85.8,46.8
501–600,Beirut Arab University,Lebanon,41.9–45.3,48.5,24.6,47.3,18.6,88.2
501–600,Ben-Gurion University of the Negev,Israel,41.9–45.3,34.1,30.6,59,71.6,34.5
501–600,University of Bradford,United Kingdom,41.9–45.3,23.3,22.4,73.8,58.1,90.1
501–600,Brighton and Sussex Medical School,United Kingdom,41.9–45.3,26.6,22,74.4,37.8,93.1
501–600,Ca’ Foscari University of Venice,Italy,41.9–45.3,34.2,36.3,52.8,64.7,63
501–600,University of Calabria,Italy,41.9–45.3,34.9,19.5,69.6,47.4,43.2
501–600,University of Canterbury,New Zealand,41.9–45.3,28.6,30.9,62.4,68.2,85.1
501–600,Carleton University,Canada,41.9–45.3,22.6,31.2,67,75.5,77.2
501–600,Central Queensland University,Australia,41.9–45.3,19.7,26.7,76,39.5,65.3
501–600,"China University of Petroleum, Beijing",China,41.9–45.3,31.6,37.5,56.6,81.8,30.1
501–600,Complutense University of Madrid,Spain,41.9–45.3,40.3,29.4,58.8,52.1,46.7
501–600,Concordia University,Canada,41.9–45.3,25.7,29.3,66.2,66.3,86.6
501–600,University of Côte d’Azur,France,41.9–45.3,28.4,22,65.6,62.4,80.6
501–600,University of Crete,Greece,41.9–45.3,19.9,25.7,76.5,64.5,47.4
501–600,University of Cyprus,Cyprus,41.9–45.3,22.5,25.8,75.3,64.3,77.7
501–600,University of Denver,United States,41.9–45.3,39.9,24.3,64.2,55.8,31.2
501–600,Donghua University,China,41.9–45.3,27.8,22.1,72.8,85.3,39.9
501–600,University of Eastern Finland,Finland,41.9–45.3,28.9,31.2,69.7,67.4,48.5
501–600,Edinburgh Napier University,United Kingdom,41.9–45.3,18.1,18.4,77.9,47.7,93.7
501–600,ENSTA Bretagne,France,41.9–45.3,39.4,28.6,48.1,75.5,68.9
501–600,University of Ferrara,Italy,41.9–45.3,29.6,24.9,74.3,66.9,44.7
501–600,University of Granada,Spain,41.9–45.3,28.5,26.6,65.7,52.2,52.6
501–600,University of Graz,Austria,41.9–45.3,29.2,21.8,66.9,51.2,81.3
501–600,Graz University of Technology,Austria,41.9–45.3,40.4,21.4,51.5,91.5,81.5
501–600,University of Greenwich,United Kingdom,41.9–45.3,17.8,17.5,81.2,40.9,97.2
501–600,Hamburg University of Technology,Germany,41.9–45.3,37.6,24.5,53,79.5,61.4
501–600,University of Houston,United States,41.9–45.3,33.8,29.7,65.8,70.2,50.8
501–600,University of Huddersfield,United Kingdom,41.9–45.3,28.3,25,66.3,44.4,88.4
501–600,University of Iceland,Iceland,41.9–45.3,23.4,34,70.6,75.6,55.8
501–600,Istanbul Technical University,Turkey,41.9–45.3,35.8,36.6,51.8,87.3,45.8
501–600,Jamia Millia Islamia,India,41.9–45.3,41.1,14.4,75.7,37.5,39.7
501–600,Jinan University,China,41.9–45.3,25.9,22.8,73.5,43.6,63.1
501–600,Keele University,United Kingdom,41.9–45.3,21.5,24.6,73.3,66.1,81.3
501–600,King Khalid University,Saudi Arabia,41.9–45.3,29.8,20.1,70.3,48.6,91
501–600,University of Klagenfurt,Austria,41.9–45.3,31.2,19.4,72.4,48.1,87.6
501–600,University of KwaZulu-Natal,South Africa,41.9–45.3,31.5,34.8,63.7,39.7,55.9
501–600,Kyungpook National University,South Korea,41.9–45.3,33.2,38.1,51.5,96.2,50.2
501–600,Lebanese American University,Lebanon,41.9–45.3,26.7,13.2,76.4,32.8,84.2
501–600,Leuphana University of Lüneburg,Germany,41.9–45.3,25.5,22.9,85.3,25.8,59.8
501–600,University of Lincoln,United Kingdom,41.9–45.3,19.9,18.7,82.2,24.7,80.2
501–600,Liverpool John Moores University,United Kingdom,41.9–45.3,21.6,19.3,77.7,35.4,83
501–600,Mahatma Gandhi University,India,41.9–45.3,38.8,38.1,62.3,23.2,28.1
501–600,Manchester Metropolitan University,United Kingdom,41.9–45.3,20.5,18.5,77.4,57.7,80.6
501–600,Massey University,New Zealand,41.9–45.3,28.7,28.2,60.5,77.6,87.5
501–600,Memorial University of Newfoundland,Canada,41.9–45.3,27.5,24.5,60.9,83.2,85.7
501–600,University of Messina,Italy,41.9–45.3,30.5,25.3,79.1,59.5,34.1
501–600,Middlesex University,United Kingdom,41.9–45.3,22.8,18.5,80,46.8,93.4
501–600,University of Mons,Belgium,41.9–45.3,24.8,32.5,63.9,64,71.5
501–600,Nantes Université,France,41.9–45.3,29.2,25.2,67.2,64.1,55
501–600,National Cheng Kung University (NCKU),Taiwan,41.9–45.3,35.4,39.2,47.2,100,40.8
501–600,National and Kapodistrian University of Athens,Greece,41.9–45.3,22.6,23.9,77.3,89.8,56.6
501–600,National Taiwan Normal University,Taiwan,41.9–45.3,35,32,51.4,92.7,50.4
501–600,National Yunlin University of Science and Technology,Taiwan,41.9–45.3,20.5,27.3,74.6,69.1,43.2
